Review Date,Review Text,Rating
"May 5, 2023",Food was excellent service all so fantastic especially Falguni we came again thanks to management for great food thanks,5.0
"May 5, 2023","Had a very delicious brunch service by falguni . Had momos, paratha, soup. Everything was so good and delicious. Thank you and keep up the great work Falguni",5.0
"May 5, 2023",Great atmosphere. Good place to hang out with friends and family. Lunch is just as great. Also good grilled item and cold cut. Specially thank you falguni. She was charming girl,5.0
"May 2, 2023","Today, along with family enjoyed lunch in a quite exquisit place. Food was fresh and well cooked served warm. Staffs specially Falguni was very cooperative and friendly. I guess, we will visit this palce again in days to come.",5.0
"May 2, 2023","Good place to have a day,recommended! Here you can come and have a great lunch. Thanks to falguni and masud",5.0
"May 2, 2023",Excellent food good service we Come again staff friendly thanks to falguni thanks again. the grilled was best,5.0
"May 2, 2023","Falguni was so lovely and amazing, she served us this delicious grilled item and she was always with a great attitude, willing to serve us as best as posible!",5.0
"April 29, 2023",Beautiful place & atmosphere.Sevice was amazing and everything was just perfect. I have recommended this restaurant to my friend & family to visit.,5.0
"April 27, 2023","Westin seasonal tast reastruent is the best reastruent in the city. Food was good,service is wonderful among the jomir and sumona are good surver",5.0
"April 26, 2023","Falguni biswas Very nic, friendly staff. Tasty grilled item Nice atmosphere. All good was too delicious . Highly recommend",5.0
"April 25, 2023","Had an amazing night with my family. Overall liked the service and quality of food, favourite was the tempura by far!",5.0
"April 25, 2023",Falguni nice gesture with guest very polite we like the all over the service. One of the best hotel to visit. Number One resturent in Bangladesh,5.0
"April 25, 2023",Falguni is one of best the hostess in seasonal tastes Restaurant. The Food and grilled items are amazing. Highly recommend,5.0
"April 25, 2023",The Westin dhaka one of best in our country. Food was good and also was service . I am happy to your service Falguni. Inever forget you Falguni. Thank you so much,5.0
"April 24, 2023","Has been in Westin Dhaka few times with fabulous individualised service. I have dietary requirements, therefore sometimes catering me could be challenging. However I was always given varieties of food and staffs here made sure I didn’t feel left out. Chef Doha, Chef Hakani, Shaheen...More",5.0
"April 24, 2023","Food, cleanliness & service all are good, service staff Mr Rubel and MrRafiq they give excellent service.",5.0
"April 24, 2023",Amazing food. Specially sushi and live grill. Thank falguni for your nice service and smiling face always again thank you chef mokles for making a great grilled item . Come again,5.0
"April 23, 2023",Nice environment . excellent buffet . mr Nikson was a good server of there. He take tare if us. Totally nice,5.0
"February 4, 2023",Service was excellent.Mr.Rubel and Mr. Sahin served our table.they are give us very good service.we are very happy.food was good.,5.0
"January 31, 2023",We (my wife and me) came for our 03rd anniversary at the seasonal taste. The environment is great and the service was excellent. Special thanks to Jubayar Bhaiya and Rafique Bhaiya for the excellent service. We are looking forward to our next visit soon.,5.0
"January 25, 2023","Excellent buffet service, continental food was delicious. Only need to improve the frying of fuchka shells (which had a distinct smell from being fried too early)",5.0
"January 22, 2023","Everything was good .except the Tom_yam soup ,it was little bit smelling.staff are so friendly. 9/10",5.0
"January 22, 2023","Lovely food and friendly, helpful staff. Will be going to eat here again during my stay. We ate off the a la carte menu, but the buffet looks delicious as well.",5.0
"January 21, 2023",Very good service and food was tasty. Rubel and Shahin took care of us. Their caring is appreciable.,5.0
"January 20, 2023",Its truely a nice experience altogether... The service is good... Served whole family by Mr.. Rubel n Mr. Shahin. Thnks wholeheartedly.,5.0
"January 20, 2023","food are very good so many Item. specilly desser Item was awesome. staff are so friendly. Mr jubayer, sahin and rul are so helpful",5.0
"January 20, 2023",Today we have 14 Marriage anniversary & we hade dinner here wander full service was very familiar of Mr. Rubel & Mr. Shahin. Thanks,5.0
"January 20, 2023",Excellent food with great ambience. So many Items was present . Staff are so friendly .jony krishna and jubayer helped us .,5.0
"January 18, 2023","Food was amazing , dessert section was nice, Mr Rubel & hamid was very co-operative. Dessert item is very tasty.",5.0
"January 17, 2023","Really loved their hospitality and food. Jubayer and Jonny served us food and provided service, they were really cordial.",5.0
"January 17, 2023",Nice environment. Food was good. Nice decoration. Server Firoz and jubayer was so friendly.wish to be here again,5.0
"January 16, 2023",Experience here at Seasonal Taste has been phenomenal. Got personalised services from Mr. Nikson at our table#15. Looking forward to the next visit.,5.0
"January 16, 2023",Excellent service.Very friendly and warming.Will be back here for sure.Mr.Nikson took care of us with hos charming behavior.,5.0
"January 16, 2023",Food was excellent.we are very happy.mr Rubel give us excellent service.shusi item is very taste.we are come again .,5.0
"January 16, 2023","Environment is so good, very clum and quit environment here. All the food are very tasty and delicious.",5.0
"January 16, 2023",Nice evening with fabulous dinner. Special service from Mr Rubel was also decent. All service with food really fine.,5.0
"December 24, 2022",Food was very delicious and fresh. I like there’s meat items . Also I love there’s sweets . They maintain their food quality which is very good.,5.0
"December 24, 2022","Food was amazing, the staff are friendly and helpful. Most importantly everything is clean and hygienic. Loved it!",5.0
"December 22, 2022",Seasonal taste is the best restaurant in Dhaka city.we ar very happy.Mr Rubel and Mr.Hamid they give us very good service.specially desserts item is very tasty.,5.0
"December 21, 2022","Tonight, on the 21st of December me my family went for dinner and were welcomed by the cordial team of Dhaka Westin Restaurant. Especially service rendered by Mr. Hamid and Mr. Rubel was excellent. Their hospitality was amazing, the great thing was that my kids...More",5.0
"December 19, 2022",Great hospitality provided by the hotel Peaceful stay also staff is very proactive during buffet which is amazing Specially would like to thank mr shaheen for his hospitality during the stay.,5.0
"December 19, 2022","If you wanna try the buffet at a cheap price you can go to this restaurant .Its a very beautiful ,stunning and gorgeous place....i like very much about every food in the western house ..This is one of the most unique restaurent very much...",5.0
"December 18, 2022",Plethora of amazing food and cordial service of Mr.Rubel & Mr.Sagor...extremely grateful for their wonderful hospitality,5.0
"December 18, 2022",The food is fantastic. Unbelievable and awesome. The service personnel Mr. RUBEL AND Mr. MOIN have given excellent service.,5.0
"December 17, 2022",Experienced different cuisines with varying items. Foods were fresh and tasty. The staffs were pretty well behaved. Me and my wife definitely enjoyed our time.,5.0
"December 17, 2022",Rubel and Shagor were very hospitable with their service and provided us a wide selection of foods from the buffet that were both delicious and varied.,5.0
"December 17, 2022",Food was good and plenty of option to choice from . Hospitality and service was also nice. Behaviour of the restaurant staff was also cordial. Satisfied with their service.,5.0
"December 17, 2022",Good customer service. Mr. Rubel very much gentle & good service. Food quality was good. But hard drink is over price.,5.0
"December 11, 2022",Seasonal taste is very nice Restaurant in Dhaka city.Service staff Mr.Rubel he give us very good service.we are very happy his behaviors.Food was very good.we are come again and again.,5.0
"November 27, 2022",Great selection.very attentive service. Falguni took good care of us. Grilled basa fish was very excellent. Come again,5.0
"November 18, 2022","We enjoying lot. Excellent Environment. Food is also good. Service is very nice, server was so friendly. We will be here again fot this type of service.",5.0
"November 3, 2022",The service of the team is excellent. All of them are very cordial and helpful. They were always smiling and asking whether we are in need of something. Food quality is exceptional.,5.0
"November 2, 2022",It was a excellent dinner with my friend.We enjoyed a lot.Staff are very friendly specially the staff clinton was very nice.,5.0
"November 2, 2022",Food was really good and tasty. Service was prompt. I generally arrange business meeting here regularly and my client also enjoys their environment. All the best to Weston team.,5.0
"October 24, 2022","The food and the ambiance of the restraunt was simply amazing. Also the staff members, especially Mr.Rubel will make sure that you and your loved ones have a wonderful time here.",5.0
"October 21, 2022","It was a really good food and also environment. I like to shasimi , grill item . it's really a fresh food . Thank you falguni & Rafiq vi for ur service",5.0
"October 2, 2022",Food was excellent and loved their service. Mr. Rubel & Mr. Firoz were of great help and served us pretty well. Very Satisfied,5.0
"October 2, 2022",It was a great experience. Menu selection is incredible. Mr Rubel attended us. His service is praiseworthy.,5.0
"September 24, 2022",Food item is tasty. Mr. Rubel service was excellent. Environment was silence and good. My family also appreciate your service.,5.0
"September 23, 2022",Food was exquisite and delicious. Loved the service and also the complimentary pool access. Service provided especially by Mr. Rubel was good.,5.0
"September 23, 2022",Service was so nice and specially Mr rubel serve and treat us so professionally and gave us good service! Hopefully we come again 🥰🎉,5.0
"September 17, 2022",I always like the ambiance and hospitality in Westin and their food is always to remember..! As of today’s brunch we had a great time here and food is so tasty and dessert is so good..! Love the staffs behaviour special Mr. Rubel who’s there...More,5.0
"September 2, 2022",The food was excellent. The service was also incredible mr Rubel give us very good service we are happy,5.0
"August 27, 2022",Thank you for the good service Falguni for her attention and good hospitality. I like all the food especially desserts.,5.0
"August 24, 2022",Service and food are both great. Falguni is so attentive and friendly that we felt really well taken care of . Definitely came back again,5.0
"August 24, 2022",Food just awesome. Thank you for the good service. Falguni thank you for your patience and attention and also thank you for your hospitality. I like beef curry and also like too desert. again thank you Falguni . We will came again,5.0
"August 24, 2022",Very nice buffet and also good service. Thanks to Falguni she is very professional and good server and always smile. Mutton dum biryani was fantastic and also prawn tempura. Definitely we will came back again.,5.0
"August 15, 2022",The food was delicious with multi-cuisine variety. The service is top-notch. Highly recommended for brunch and dinner.,5.0
"August 15, 2022",Food just awesome. i love food. seasonal taste restaurant all food my favourite .........wow service excellent ms Ishrat and didar thanks,5.0
"August 15, 2022","Seasonal taste restaurant food just wow I love Tempura ,,, Excellent service.spacial thanks,ms Ishrat",5.0
"August 13, 2022",Excellent service.very good food.we are enjoying servers us Mr Rubel and sahin and john.we are very happy.,5.0
"July 29, 2022",Taste is best resturant ever for brekfast ever with varieties items. Served by rubel. He was great too.,5.0
"July 10, 2022",Really it is so delightful dinning in seasonal tastes. Their food is so tasty. Associates are friendly & helpful.,5.0
"July 6, 2022",Great service by Rubel bro and great food. Place is good and Cozy. Environment is okay. Festive mood 👍,5.0
"July 5, 2022",Good experience at The Westin Dhaka because Food Quality very Good and mostly thank you hostess Falguni and Mr.Rafiq for humble behaviour and good service. I am very Happy today. Highly recommended.,5.0
"July 4, 2022",Undoubtedly westin is one of the best hotel in town also the restaurant seasonal taste is served best buffet in entire city. From server to counter each and every person of this hotel is just awesome. They are so overwhelming and caring for the guest...More,5.0
"July 2, 2022",Good ambiance with quality food ! Thanks to Mr Rubel & Firoz for great service . Enjoyed our lunch !,5.0
"July 2, 2022",After a long time enjoyed the buffet brunch at The Westin. Food was extremely tasty. Mr Rubel greeted and served us well! Kudos!,5.0
"July 1, 2022",Excellent brunch! The sushi and sashimi station were fresh and the desserts were top notch. We were taken care by Mr. Rubel and Mr. Shagor and they were great hosts. Would love to come again!,5.0
"July 1, 2022",Food was excellent. The hostess falguni was very friendly and nice welcoming. Prown tempura was too much testy. The service was excellent. Thanks again falguni for suggests us. Highly recommend,5.0
"July 1, 2022",Their service was really expressive. Thier hostess Falguni assist us.Thanks to her. The service by rafiq was excellent. Really thank you to all . I like the BBQ chicken and halim . Highly recommended.,5.0
"June 30, 2022","Great atmosphere, Amazing staff, friendly and professional. Special thank You to rafiq who give me great service And as well to Falguni for the nice welcoming and great service. Highly recommended.",5.0
"June 28, 2022",Very nice place.Everything was excellent.We enjoyed a lot.Basically the grilled saction.Staff are very helpful.,5.0
"June 28, 2022",It was a fantastic lunch at westin dhaka seasonal tastes restaurant.Staff are very friendly.excellent.,5.0
"June 27, 2022","Food was good. Huge quantity and variety. Their behaviour is very overwhelming.Nice interior, hygiene was maintained strongly. Dessert items were amazing and very tasty",5.0
"June 27, 2022","Food and behaviour was really good, satisfied with behaviour and food. All of their food was good and wanna come again",5.0
"June 27, 2022",After long time at taste. Wow sushi and dumping. Osume .I enjoy dessert also. Nice service. I will be back,5.0
"June 22, 2022","Overall all food was excellent. Falling was great welcoming to us. The service provide by Rafiq , Clinton was very good . Highly recommended",5.0
"June 21, 2022","Very good ambiance and food. I liked the taste, specially the meats! Loved the fruit section tooo! Will visit again!",5.0
"June 21, 2022",Great food! As usual excellent quality and variety. Mr. Rubel gave an amazing service! I’d recommend Westin again and again,5.0
"June 20, 2022","All food was excellent. Personally i like to hariyali biriyani. Nihari, paper , mashrom kabab, hot chocolate pudding. Host Falguni was very smiling and nice welcoming . The great Service by rafiq vi. Highly recommend",5.0
"June 20, 2022",The food was fresh and tasty as usual. I guess I would prefer a bit more variety. The service provided by Rubel was excellent.,5.0
"June 19, 2022",The food quality was good. The service was awesome. Espeically The service of Mr. Rubel was great. Thanks.,5.0
"June 18, 2022",All good was very delicious by personally I like to Mutton nehari. All desert was very good. Falguni was suggested me delicious food Thank you Falguni Highly recommend,5.0
"June 18, 2022",The food was very delicious. personally I like to lamb paya with black paper. All desert was delicious. Highly recommend.All the staff are good bt Falguni and Moni extremely appreciatable. Highly recommend,5.0
"June 18, 2022","Delicious food, great decoration, friendly staffs as well as ambient environment. Highly recommend. Host falguni was extremely helpful and smiling. She suggested me some delicious food",5.0
"June 18, 2022",The food was excellent. The host falguni was very charming and smiling. Great service by rafiq vi . Personally I like to shasimi and Grilled item .,5.0
"June 18, 2022",We had lunch at Seasonal Taste. Each of the items is very good. Dessert items are especially yammi. Waitor Rubel’s service was very satisfactory.,5.0
"June 15, 2022","The food and ambience was very satisfying. The choice of salad and grill was delicious. The hostess, Falguni, was extremely helpful and smiling. She is eager to satisfy the customer.",5.0
"June 15, 2022",Great food and really friendly service by all the staff members especially Rubel our server. Would love to come back again.,5.0
"June 15, 2022","Our all time favourite buffet in town. Always with the most varied spread including excellent Sushi Sashimi. The staff in the restaurant is very very hospitable. I love their grill section where you can select your fish, prawn and meat and the extensive salad corner...More",5.0
"June 12, 2022",It was a good dinner. Their food as always best. We are very much happy with their behavior & service. Thank you . specially Mr jubayer and Mr Rafiq was so friendly . We are So happy at all,5.0
"June 9, 2022","Food is so tasty and service of there staff Rubel, Shahin , Sagar & Feroz is extremely appreciatble . I wish them all success",5.0
"June 9, 2022",Amazing food and service. Rubel and Sagor were great and overall a very pleasing experience. Would definitely recommend the Westin service team for their hospitality.,5.0
"June 8, 2022","The service was good, rubel, shahin, feroz bhai were very prompt at hospitality! Liked their lamb stir fry the most!",5.0
"June 8, 2022",An amazing experience with great service from the service team specially Rubel bhai. Foo was wonderful and much welcoming.,5.0
"June 6, 2022","The food is top notch and the service that we received from Mr Rubel is praise worthy! Well done , Westin",5.0
"June 5, 2022","Everything was splendid, starting from the appetiser to the deserts. Last but not least, Waiter Rubel was very sweet and well behaved",5.0
"June 3, 2022","Excellent food ,as good like beginning.Praise worthy service by Mr rubel and his team.Enviornement and atmosphere is perfect for family dinning.Highly recommended !!",5.0
"June 3, 2022",Excellent food menu. Desserts were of very good quality. Rafiq bhai and Falguni were great hosts. Will come back again.,5.0
"June 3, 2022",It was a excellent dinner at seasonal tastes. The service was good and everybody is very comparative. Nice welcoming.so I'm come back again. Falguni also very friendly and comparative. Thank you Falguni for suggest me a good food item,5.0
"June 3, 2022",Excellent desert item... overall nice best of luck for everything.. Nice and friendly behavior...rubel and muyeen,5.0
"June 1, 2022",Great service & hospitality..loved their behaviour & food quality was amazing Great service from to Mr.Rubel & Mr. Shaheen,5.0
"May 29, 2022",The food tasting was very good .the salmon sushi&shasmi really amazing.I loved very much enjoy the buffet dinner.server the are very much friendly.,5.0
"May 29, 2022",Service is too good with Mr. Rubel & food is fantastic & delicious… ❤️❤️❤️ Wanna try again & again 😊😊,5.0
"May 29, 2022",Food is best in Dhaka. Survive is good. Nice view and location. Easy to move and travel anywhere frequently,5.0
"May 28, 2022",we are very happy.service staff Mr sahin Mr Rubel Mr Sagor they give us very good service.food is very delicious.,5.0
"May 28, 2022","excellent service from Rubel, sahin and Sagor. food quality was good. the enveiornment of seasonal taste is upto the mark. had a good time with frirnds and family.",5.0
"May 28, 2022","We came for the brunch at Westin Dhaka at Seasonal Taste, the foods were delicious as always and it also has an outstanding service by Mr. Rubel and Mr. Sagor! And their Chef too! Keep up the good work! Cheers! Alhamdulliah!",5.0
"May 26, 2022",The food was awesome today in Lunch..very generous amount of sushi served.Rubel was nice and served us well.,5.0
"May 15, 2022",The food and ambiance was very good. The service provided by Rubel and Sagor was excellent. We feel to like to come again to this place.,5.0
"May 15, 2022",Nice food & nice service as well. @Rubel & Mithila was nice. I recommend to go for a lunch buffet. ❤️,5.0
"May 14, 2022",It was a great dinner . The food was very delicious. Roasted beef ribs was the best food . It was fresh and I enjoy it . Overall excellent presentation. Excellent Welcoming. thank you falguni for nice introduction food,5.0
"May 14, 2022",Food was good. Grilled prawn was good. Carving emaging. Frindy staff all overe exelant dessart very tasty,5.0
"May 14, 2022",Wow it's fantastic time with friends and family . Enjoy a lot . Foods was fantastic. It's best buffet this town.,5.0
"May 13, 2022","All over Experience was good. Which I like the most about the food is nihari, ice-cream, hilsa curry... Staff behavior is nice and helpful 🙂",5.0
"May 13, 2022",Fast time in taste- moin -welcomeing us. He is verry cooperative and friendly. Signature Dishes is imaging. I love tast and i will ba Again in tast.bakalaba wow durk bhuna wow thanks moin,5.0
"May 13, 2022","Today well are visited the Westin dhaka at the frist time. Well are enjoy the day... It was amazing day ever... I enjoyed every dishes.. This dishes taste just amazing.... Especially soup, fish fry, salad and also desert... I just loved it Moin specially take...More",5.0
"May 10, 2022",Excellent service with great food. Highly recommend server Rubel.The hotel itself is certainly nice.,5.0
"May 8, 2022","Great food and service. Wonderful ambiance for a nice dinner date. The sushi and the lamb roast were top notch, so were the desserts. Pretty much ticks every box when it comes to a fine dining experience. Definitely would recommend.",5.0
"May 6, 2022",It was a great experience for me to dine at Westin Dhaka seasonal tastes restaurant.everything was fantastic.,5.0
"May 6, 2022",Nice food at the westin dhaka. Service was very friendly.embience was charming overall excellent.nice.,5.0
"May 6, 2022",My always favurite lunch The westin dhaka seasonal tastes restaurant.I always enjoy with my family.lvely.,5.0
"May 6, 2022",What a lunch buffet at westin dhaja.There are so many food specially the grilled saction wea lovely.nice,5.0
"May 6, 2022",Best lunch in Dhaka city.Service was very friendly.The food was great.embience was charming. I enjoyed.,5.0
"May 6, 2022",It was a fanrastic lunch at seasonal tastes restaurant ar westin dhaka.Food was excellent.The staff are very friendly.,5.0
"May 1, 2022","Wonderful Iftar arrangement , so many items , so many varieties And above all excellent service by the staff who are well trained and well mannered. I must appreciate all staffs and Mr. Rafiqul Islam is great in taking care of the guests like me....More",5.0
"April 21, 2022",The food quality is really good and the service is also remarkable. But you should add one cold drink in the section and may reduce one juice option. Thank you.,5.0
"April 21, 2022","Amazed at the spread of high quality food, excellent environment & super friendly staff & chefs. Very highly recommend. A must visit for dinner with close ones.",5.0
"April 16, 2022",I was great service by Rubel he was so cooperative.and food was also good.enviroment was also calm and cool,5.0
"April 1, 2022",It was good experience to having lunch with family. We love quality of the food. We enjoyed everything. It was nice and so perfect. Good service by sumona,5.0
"March 29, 2022","We had a fabulous dinner at westin restaurant tastes. The food was really good and fresh! One of my favorite places for dinner in Bangladesh. The ambiance was nice, so was the service of staffs. I would highly recommend this place for luxury dinner .",5.0
"March 26, 2022",Excellent delicious food and hospitality. I visited the restaurant on our independent day and the manue was excellent,5.0
"March 25, 2022",The ambience was wonderful and calm. The variety of items were vast and the food tasted really good.,5.0
"March 25, 2022",Outstanding buffet in Dhaka. We really like and enjoy the buffet. Their swimming pool is also good. We enjoyed a lot to having tgeir brunch. Best brunch in town i have ever had,5.0
"March 25, 2022",Best buffet in town. Ice cream was so good. My children are really enjoyed this buffet. Also swimming pool is so good,5.0
"March 22, 2022",This place good to have dinner becoz there service was good and food was excitant. We hope we come again.,5.0
"March 22, 2022","Great place to have dinner.The food was excellent, also served was very good. Good environment to have dinner.",5.0
"March 18, 2022","This is my favourite restaurant in dhaka city.The food was always fantastic absolutely lovely. Also there service great and always efficient. Good Hospitality by sumona,keep up always.",5.0
"March 13, 2022","Yes one of the best restaurants in city.Because good environment and provide best foods in buffet. We love there carving. Mutton biriani , stak items.Hamid very caring us and efficient service by Hamid.",5.0
"March 11, 2022",The food was very good. The service was excellent. I really enjoyed it. The only food that I didn't like was the Rib-Eye Steak. It was too overcooked and it was hard to swallow. But beside that everything was very good.,5.0
"March 11, 2022",A very quality restaurant indhaka.frindly staff &provide excilant food.very good service by hamid.keep up it always.,5.0
"March 10, 2022",Recently visited.. Nice location.Tried mutton nihari it was really good.loved it👌friendly staff and great service.,5.0
"March 4, 2022",Food is good.Nice environment. MR.Moin very helpful with us.Oveall is good. Specially Nehari is delicious.,5.0
"March 2, 2022",We enjoy there buffet lunch. Delicious carvings and grill items. All excellent in every way. We back again.,5.0
"March 2, 2022",Their service was excellent.. I enjoyed the nehari tonight. My kid enjoyed the desert. I love westin.,5.0
"February 28, 2022","Excrllent food, really enjoyed it no complaints. Will definitely refer to friends and family. The environment and services are great too.",5.0
"February 27, 2022",We enjoyed so much in here. There are so beautiful place and delicious food.So i ruquest you all come here just one time..great service by sumona.,5.0
"February 27, 2022",Food was good and service also excellent. Please keep continue your services like this. Special thanks to Mr. Rubel his service was excellent.,5.0
"February 25, 2022",Food is excellent. Service is also excellent. Mr. Rubel give us very good service. Really happy with your food and service.,5.0
"February 25, 2022",Great service by Rubel. Guided to enjoy various taste of food. He was vigilant for our need of 14 people.,5.0
"February 24, 2022",We had lunch taste restaurant! Food was good. Special live grill section are we enjoyed. love to besert .All satf are super nice and very caring. Overall it was a good experience.,5.0
"February 24, 2022",It is a very nice place for brunch in Dhaka city.There are variety of food.Excellent service.Everything good.,5.0
"February 23, 2022","We had lunch at taste restaurant! We enjoyed every single items on buffet. Large of choice option of food. All staff are very friendly. This is Westin Hotel, Dhaka.",5.0
"February 19, 2022",Staff is really good friendly sagor is really a gentle man and good is good too. Thank you so much and good luck,5.0
"February 19, 2022","It was very good.. we enjoyed our dinner; the bbq beaf steak, prawn tempura, nihari (I think that’s what it was), salads were all good. Fuchka was average through but the desert was yummy… complementary chips for the kids was a good gesture.. will visit...More",4.0
"February 19, 2022","We went to Seasonal Tastes to have lunch and had a lovely time! The ambience, food and service were all excellent. We hope to go back again sometime.",5.0
"February 17, 2022",Taste and Service was excellent. Ambient environment. Great hospitality and services given by Mr. Rubel.,5.0
"February 11, 2022",Very excellent and efficient service. This men Rubel is very helpful and sincere. We wish you good success in life.,5.0
"February 11, 2022",It is really a nice place to enjoy food with family.Everything was excellent.Service was great.Fantastic.,5.0
"February 5, 2022",Had a family dinner with my two kids. The Pan Asian menu is rich and delicious. Our butler Rubel's service was impressive!,5.0
"February 3, 2022","We came to visit as family gathering. Awesome food and service. Excellent dessert, specially the gurer cha made by Krishna 👍. Thanks to Sagor for the service. Highly recommend 👌.",5.0
"January 31, 2022",The food was good but could have been better overall. Please improve your main course. The appetizer & dessert were good. mr rubel service staff he doing very good service.,5.0
"January 29, 2022",Service food everything was satifactory. Service staff mr rubel attended us and his service was also very much frirndly and satisfactory we enjoyed food ss well as service,5.0
"January 28, 2022","Food and service is excellent. Daal mutton, Beef, prawn tempura is yaam 😊 I most like Tehari very much!",5.0
"January 28, 2022",I been in Westin Dhaka after a long time I am verry happy to meet all the super staff Ms. Shumona and Mr. Krishna. Been very helpfull as always. Thank you so very much.,5.0
"January 28, 2022","Excellent food, wonderful service, enjoyed a lot with my family, specially they welcome us very warmly, very satisfied with their service. Will definitely visit again.",5.0
"January 27, 2022",What a Branch. I had lots of items from buffet specially grilled items are too good & mr. Krishna is careing so much. I am really happy to mr. Krishna.,5.0
"January 27, 2022",Excellent service and beautiful place.they are very helpful.i am very happy.best service they are.thanks all,5.0
"January 26, 2022","We had lunch at Westin! The buffer are very good, food quality good. We enjoyed the delicious desserts!Firoj and sagor very caring us.",5.0
"January 26, 2022",We had lunch at buffet... Food quality good but quantity very less. We enjoyed every signal itam. All staff are very good and friendly. Sagor is very caring also Sumona very hospitable.Hope to see u aging.,5.0
"January 26, 2022",Rubel Hasan is one of the best attending man to at our services. Food is really good. Special thanks to Rubel Hasan againm,5.0
"January 25, 2022",Very good place to spend time with family and their service is also very good during covid. It's worth to visit. Food taste is amazing.,5.0
"January 21, 2022","We came here for buffet dinner at seasonal tastes. Food was good and service was excellent, particularly from Rafique. They also have great safe-distancing measures. Can be a bit pricey, but it’s worth it.",5.0
"January 21, 2022",The food and service was great! Safety precautions were followed properly. Will definitely visit the place again.,5.0
"January 21, 2022","It was a verynice restaurant I have ever seen.Everything was fastastic food was excellent,service was very good.",5.0
"January 20, 2022",Absolutely loved their service! The server named jubaier was extremely nice and helpful. The managers were super nice as well! The food quality was top notch overall I can say I'm satisfied with everything! ❤,5.0
"January 16, 2022",Food was good.specilly sushi and biriany also mohalabia cake gur rosgolla Nice.execelent service. So friendly . helpful,5.0
"January 15, 2022",Food was excellent and so was the attentive service. Remember to try Rib Steak and the Mutton Nehari,5.0
"January 15, 2022",Their service and food is still the best in Dhaka. Always look forward to visit westin. Properly maintain hygine and corona precautions.,5.0
"January 11, 2022","Environment is great, stuff specially Mr. Anis is very cordial , try his best for serve us, food is great but buffet drinks is not included.",5.0
"January 11, 2022",This is 2nd time Dinner in Seasonal teaste restaurant. Food presidents wow.Specially dessert. Best Dessert in Dhaka city. Service exec silent. Friendly. I Will be back. Specially moin so nice person. He take care me,5.0
"January 11, 2022",their food quality and behaviour is very good😍😍😍 especially their dessert item is awsome.love them whene we came in restaurant moin wellcome us.give advice about signature food. so friendly. all time take care our tabol. i will be back,5.0
"January 9, 2022",We have a greater time in seasonal taste.food was good and server was also Friendly.wish to come again.,5.0
"January 8, 2022","We are really impressed by Westin service,, All employees are so humble and generous specially Md.Moin,Md.Sagar,Anis. Seasonal taste all food is amazing.. We loved Gurer Rasmalai. We thank them very much Our visit was enjoyable..2022🙂🙂",5.0
"January 8, 2022",The food and service was great . Especially Mr Moin was very friendly and took great care of us. I will be back again,5.0
"December 10, 2021",All the items were really good..items were good in number .Enjoyed all the items especially sushi and the desserts.,5.0
"December 10, 2021",Best value of money Excellent hospitality Superior food quality Sitting arrangements are fantastic Friendly staffs All kind of foods available,5.0
"December 10, 2021",It was our 3rd visit with my family. Food variation is always different from others. Food taste and presentation is excellent. Restaurant Manager and staffs are really helpful and real hospitality minded. Specially rest of all the desserts are fabulous. They maintain their quality of...More,5.0
"December 4, 2021","As usual the experience was amazing, good good very good ambiance, and super tasty food. Today the floor manager Sohel was super accommodating.",5.0
"November 26, 2021","Westin dhaka, Seasonal taste Restaurant food just good .............. all good ..................... Thanks to mr Zaman and Ishrat",5.0
"November 21, 2021",Seasonal taste restaurant Food was fresh and good quality. Services was fully satisfactory..........,5.0
"November 21, 2021",Excellent food and atmosphere. As usual desserts are the highlight here. I think the desserts are the best in Dhaka city. Appetizers and salads are also very good. I have never been a big fan of the main courses in the buffet. Moin is a...More,5.0
"November 19, 2021","After so ling, the food taste has really been up to the mark. Worth the spend. It has been aa lively birthday lunch foe my wofe",5.0
"November 19, 2021",This is the first time I am visiting The westin dhaka seasonal tastes restaurant.It is really awosome their buffet brunch.,5.0
"November 19, 2021",Liked the selection & range of menus. The desert portions were rich in variety and sushi section was good too. Would recommend.,5.0
"November 19, 2021",The westin dhaka seasonal tastes restaurant is a very good place for lunch.we enjoyed with my family.,5.0
"November 18, 2021",This is new place for me the restaurant is really very good place for lunch.The environment.service everything was fantastics.,5.0
"November 18, 2021",Outstanding place for buffet brunch.I enjoyed with my family.The staff are very friendly.Dessert very nice.,5.0
"November 18, 2021",This is the best place for brunch in dhaka city.I enjoyed with my family.staff are very friendly.nice,5.0
"November 18, 2021",One of the best brunch in Dhaka city.There are so many option of food specially the grilled item.nice,5.0
"November 18, 2021",Seasonal taste is a good restaurant. The ambience was so good. Also the food was delicious. We really enjoyed it,5.0
"November 17, 2021",One of the best restaurant in Dhaka city .I enjoyed the food & the associates are very friendly.excellent.,5.0
"November 16, 2021",Excellent lunch at the westin dhaka seasonal tastes restaurant.The staff are very friendly.food was excellent.,5.0
"November 16, 2021",Excellent service by Firoz they are very friendly specially their grilled item was vear awosome I enjoyed,5.0
"November 16, 2021",The westin dhaka seasonal tastes restaurant was fantastics.Specially sagor service was excellent.nice.,5.0
"November 16, 2021",Here in the seasonal taste food is so very good and delicious that I come here with my family often. Attitude and behavior of the service staffs are very professional and polite. In the Dhaka city for me this is so far is the best...More,5.0
